iter,best_fitness,time,
1,0.18000000000000002,1606216504.631766
2,0.18000000000000002,1606216980.157998
3,0.18000000000000002,1606217561.0968409
4,0.18000000000000002,1606218004.947702
5,0.18000000000000002,1606218681.749356
6,0.167,1606219212.7522418
7,0.167,1606219684.059299
8,0.167,1606220217.858173
9,0.167,1606220651.674401
10,0.167,1606221070.359652
11,0.167,1606221709.8938859
12,0.167,1606222374.717685
13,0.167,1606223025.17054
14,0.167,1606223636.6135721
15,0.167,1606224272.0310311
16,0.167,1606224854.53529
17,0.167,1606225400.840998
18,0.167,1606225991.3988512
19,0.167,1606226535.887309
20,0.167,1606227144.281355
21,0.167,1606227674.3385239
22,0.167,1606228224.203233
23,0.167,1606228794.558335
24,0.167,1606229329.2320662
25,0.167,1606229887.7610712
26,0.167,1606230441.101225
27,0.167,1606230992.257001
28,0.167,1606231646.102296
