1,0.008,1605909949.191943
2,0.008,1605910240.237749
3,0.008,1605910641.411902
4,0.008,1605911212.570186
5,0.007,1605911673.7855449
6,0.007,1605912220.732098
7,0.007,1605912645.2188601
8,0.005,1605913019.142234
9,0.005,1605913493.3608088
10,0.005,1605913892.692771
11,0.005,1605914149.3378382
12,0.005,1605914419.42912
13,0.005,1605914735.242093
14,0.005,1605914984.950785
15,0.005,1605915243.678669
16,0.005,1605915580.974526
17,0.005,1605915939.886531
18,0.005,1605916209.3356218
19,0.005,1605916456.1730518
20,0.004,1605916719.19353
21,0.004,1605916957.877179
22,0.004,1605917291.469643
23,0.004,1605917702.467375
24,0.004,1605918109.603211
25,0.004,1605918384.1850219
26,0.004,1605918621.311022
27,0.004,1605918905.0374532
28,0.004,1605919113.337412
29,0.004,1605919308.99975
30,0.004,1605919563.839508
31,0.004,1605919782.5860212
32,0.004,1605920097.695658
33,0.004,1605920584.306175
34,0.004,1605921492.566562
35,0.004,1605922442.540535
36,0.004,1605922997.288736
37,0.004,1605923512.4940412
38,0.004,1605923920.181799
39,0.004,1605924399.545559
40,0.004,1605924902.715497
41,0.004,1605925140.1281931
42,0.004,1605925361.7787
43,0.004,1605925614.077398
44,0.004,1605925854.799623
45,0.004,1605926141.4771001
46,0.004,1605926342.754984
47,0.004,1605926653.5254269
48,0.004,1605926874.8641899
49,0.004,1605927160.3032231
50,0.004,1605927484.051043
51,0.004,1605927729.069212
95,0.004,1605928032.8769228
